Feature,ExpectedBehavior,ComparableRows,MaxAbsoluteError,Passed
absdiff__rating__elo_season_reset_mov_preseason,symmetric,500,0.0,True
absdiff__rating__elo_season_reset_mov_delta,symmetric,500,0.0,True
absdiff__rating__elo_season_reset_mov_z,symmetric,500,0.0,True
absdiff__rating__elo_season_reset_mov_percentile,symmetric,500,0.0,True
absdiff__rating__margin_ridge_a5p0,symmetric,500,0.0,True
absdiff__rating__margin_ridge_a5p0_z,symmetric,500,0.0,True
absdiff__rating__margin_ridge_a5p0_percentile,symmetric,500,0.0,True
absdiff__rating__margin_ridge_a25p0,symmetric,500,0.0,True
absdiff__rating__margin_ridge_a25p0_z,symmetric,500,0.0,True
absdiff__rating__margin_ridge_a25p0_percentile,symmetric,500,0.0,True
absdiff__rating__bt_c0p25,symmetric,500,0.0,True
absdiff__rating__bt_c0p25_z,symmetric,500,0.0,True
absdiff__rating__bt_c0p25_percentile,symmetric,500,0.0,True
absdiff__rating__bt_c1p0,symmetric,500,0.0,True
absdiff__rating__bt_c1p0_z,symmetric,500,0.0,True
absdiff__rating__bt_c1p0_percentile,symmetric,500,0.0,True
absdiff__rating__colley,symmetric,500,0.0,True
absdiff__rating__colley_z,symmetric,500,0.0,True
absdiff__rating__colley_percentile,symmetric,500,0.0,True
absdiff__rating__pagerank_binary,symmetric,500,0.0,True
absdiff__rating__pagerank_binary_z,symmetric,500,0.0,True
absdiff__rating__pagerank_binary_percentile,symmetric,500,0.0,True
absdiff__rating__pagerank_margin,symmetric,500,0.0,True
absdiff__rating__pagerank_margin_z,symmetric,500,0.0,True
absdiff__rating__pagerank_margin_percentile,symmetric,500,0.0,True
absdiff__adj__off_rtg_a10p0,symmetric,253,0.0,True
absdiff__adj__def_rtg_a10p0,symmetric,253,0.0,True
absdiff__adj__net_rtg_a10p0,symmetric,253,0.0,True
absdiff__adj__net_rtg_a10p0_z,symmetric,253,0.0,True
absdiff__adj__net_rtg_a10p0_percentile,symmetric,253,0.0,True
absdiff__adj__off_rtg_a50p0,symmetric,253,0.0,True
absdiff__adj__def_rtg_a50p0,symmetric,253,0.0,True
absdiff__adj__net_rtg_a50p0,symmetric,253,0.0,True
absdiff__adj__net_rtg_a50p0_z,symmetric,253,0.0,True
absdiff__adj__net_rtg_a50p0_percentile,symmetric,253,0.0,True
absdiff__schedule__opponent_strength_mean,symmetric,500,0.0,True
absdiff__schedule__opponent_strength_median,symmetric,500,0.0,True
absdiff__schedule__opponent_strength_std,symmetric,500,0.0,True
mean__schedule__opponent_strength_std,symmetric,500,0.0,True
absdiff__schedule__opponent_strength_pct_mean,symmetric,500,0.0,True
absdiff__schedule__quality_wins,symmetric,500,0.0,True
absdiff__schedule__elite_wins,symmetric,500,0.0,True
absdiff__schedule__bad_losses,symmetric,500,0.0,True
absdiff__schedule__quality_win_points_sum,symmetric,500,0.0,True
absdiff__schedule__quality_win_points_mean,symmetric,500,0.0,True
absdiff__schedule__bad_loss_penalty_sum,symmetric,500,0.0,True
absdiff__schedule__top_quartile_games,symmetric,500,0.0,True
mean__schedule__top_quartile_games,symmetric,500,0.0,True
absdiff__schedule__top_decile_games,symmetric,500,0.0,True
mean__schedule__top_decile_games,symmetric,500,0.0,True
absdiff__schedule__owp,symmetric,500,0.0,True
absdiff__schedule__wp,symmetric,500,0.0,True
absdiff__schedule__oowp,symmetric,500,0.0,True
absdiff__schedule__rpi,symmetric,500,0.0,True
absdiff__conference__strength_std,symmetric,500,0.0,True
mean__conference__strength_std,symmetric,500,0.0,True
mean__conference__tourney_games,symmetric,319,0.0,True
absdiff__conference__tourney_win_pct,symmetric,319,0.0,True
mean__prior__program_appearances,symmetric,500,0.0,True
mean__prior__program_tournament_games,symmetric,500,0.0,True
mean__prior__program_tournament_wins,symmetric,500,0.0,True
absdiff__prior__program_win_pct_smoothed,symmetric,500,0.0,True
mean__prior__program_win_pct_smoothed,symmetric,500,0.0,True
mean__prior__program_final_appearances,symmetric,500,0.0,True
mean__prior__program_championships,symmetric,500,0.0,True
mean__prior__program_years_since_appearance,symmetric,404,0.0,True
mean__prior__program_has_tournament_history,symmetric,500,0.0,True
mean__coach__midseason_change,symmetric,320,0.0,True
mean__coach__seasons_with_program_through_current,symmetric,320,0.0,True
mean__coach__prior_tournament_appearances,symmetric,320,0.0,True
mean__coach__prior_tournament_games,symmetric,320,0.0,True
mean__coach__prior_tournament_wins,symmetric,320,0.0,True
absdiff__coach__prior_tournament_win_pct_smoothed,symmetric,320,0.0,True
mean__coach__prior_tournament_win_pct_smoothed,symmetric,320,0.0,True
mean__coach__prior_final_appearances,symmetric,320,0.0,True
mean__coach__prior_championships,symmetric,320,0.0,True
mean__coach__years_since_tournament_appearance,symmetric,206,0.0,True
mean__coach__has_prior_tournament_history,symmetric,320,0.0,True
absdiff__massey__systems,symmetric,168,0.0,True
mean__massey__systems,symmetric,168,0.0,True
absdiff__massey__ordinal_mean,symmetric,168,0.0,True
absdiff__massey__ordinal_median,symmetric,168,0.0,True
absdiff__massey__ordinal_std,symmetric,168,0.0,True
mean__massey__ordinal_std,symmetric,168,0.0,True
absdiff__massey__ordinal_min,symmetric,168,0.0,True
absdiff__massey__ordinal_max,symmetric,168,0.0,True
absdiff__massey__strength_mean,symmetric,168,0.0,True
absdiff__massey__strength_median,symmetric,168,0.0,True
absdiff__massey__strength_std,symmetric,168,0.0,True
mean__massey__strength_std,symmetric,168,0.0,True
absdiff__massey__strength_min,symmetric,168,0.0,True
absdiff__massey__strength_max,symmetric,168,0.0,True
absdiff__massey__strength_iqr,symmetric,168,0.0,True
mean__massey__strength_iqr,symmetric,168,0.0,True
absdiff__massey__strength_trim05,symmetric,168,0.0,True
absdiff__massey__rank_improvement_mean,symmetric,168,0.0,True
absdiff__massey__rank_improvement_median,symmetric,168,0.0,True
absdiff__massey__rank_improvement_std,symmetric,168,0.0,True
mean__massey__rank_improvement_std,symmetric,168,0.0,True
absdiff__massey__momentum_systems,symmetric,168,0.0,True
absdiff__massey__system_ap,symmetric,67,0.0,True
absdiff__massey__system_bih,symmetric,159,0.0,True
absdiff__massey__system_cng,symmetric,153,0.0,True
absdiff__massey__system_col,symmetric,168,0.0,True
absdiff__massey__system_des,symmetric,55,0.0,True
absdiff__massey__system_dok,symmetric,138,0.0,True
absdiff__massey__system_dol,symmetric,168,0.0,True
absdiff__massey__system_dun,symmetric,145,0.0,True
absdiff__massey__system_mas,symmetric,133,0.0,True
absdiff__massey__system_mor,symmetric,168,0.0,True
absdiff__massey__system_pom,symmetric,168,0.0,True
absdiff__massey__system_rpi,symmetric,147,0.0,True
absdiff__massey__system_rth,symmetric,160,0.0,True
absdiff__massey__system_sag,symmetric,168,0.0,True
absdiff__massey__system_sel,symmetric,161,0.0,True
absdiff__massey__system_usa,symmetric,67,0.0,True
absdiff__massey__system_wil,symmetric,136,0.0,True
absdiff__massey__system_wlk,symmetric,168,0.0,True
absdiff__massey__system_wob,symmetric,159,0.0,True
absdiff__massey__system_wol,symmetric,160,0.0,True
mean__geography__games_with_city,symmetric,500,0.0,True
absdiff__geography__city_coverage,symmetric,500,0.0,True
mean__geography__city_coverage,symmetric,500,0.0,True
mean__geography__neutral_games_with_city,symmetric,500,0.0,True
mean__geography__games_per_distinct_city,symmetric,188,0.0,True
absdiff__seed__number,symmetric,500,0.0,True
absdiff__availability__rich_coverage,symmetric,500,0.0,True
mean__availability__rich_coverage,symmetric,500,0.0,True
mean__availability__coach_history,symmetric,500,0.0,True
absdiff__norm__compact__win_pct__z,symmetric,500,0.0,True
absdiff__norm__compact__win_pct__pct,symmetric,500,0.0,True
absdiff__norm__compact__margin_mean__z,symmetric,500,0.0,True
absdiff__norm__compact__margin_mean__pct,symmetric,500,0.0,True
absdiff__norm__compact__margin_trim02__z,symmetric,500,0.0,True
absdiff__norm__compact__margin_trim02__pct,symmetric,500,0.0,True
absdiff__norm__detailed__all__net_rtg_ros__z,symmetric,253,0.0,True
absdiff__norm__detailed__all__net_rtg_ros__pct,symmetric,253,0.0,True
absdiff__norm__detailed__clean__net_rtg_ros__z,symmetric,253,0.0,True
absdiff__norm__detailed__clean__net_rtg_ros__pct,symmetric,253,0.0,True
absdiff__norm__detailed__all__efg_ros__z,symmetric,253,0.0,True
absdiff__norm__detailed__all__efg_ros__pct,symmetric,253,0.0,True
absdiff__norm__schedule__rpi__z,symmetric,500,0.0,True
absdiff__norm__schedule__rpi__pct,symmetric,500,0.0,True
absdiff__norm__schedule__opponent_strength_mean__z,symmetric,500,0.0,True
absdiff__norm__schedule__opponent_strength_mean__pct,symmetric,500,0.0,True
absdiff__norm__schedule__quality_win_points_sum__z,symmetric,500,0.0,True
absdiff__norm__schedule__quality_win_points_sum__pct,symmetric,500,0.0,True
absdiff__norm__adj__net_rtg_a10p0__z,symmetric,253,0.0,True
absdiff__norm__adj__net_rtg_a10p0__pct,symmetric,253,0.0,True
absdiff__norm__adj__net_rtg_a50p0__z,symmetric,253,0.0,True
absdiff__norm__adj__net_rtg_a50p0__pct,symmetric,253,0.0,True
absdiff__norm__rating__elo_mov_538__z,symmetric,500,0.0,True
absdiff__norm__rating__elo_mov_538__pct,symmetric,500,0.0,True
absdiff__norm__rating__margin_ridge_a25p0__z,symmetric,500,0.0,True
absdiff__norm__rating__margin_ridge_a25p0__pct,symmetric,500,0.0,True
absdiff__norm__rating__bt_c1p0__z,symmetric,500,0.0,True
absdiff__norm__rating__bt_c1p0__pct,symmetric,500,0.0,True
absdiff__norm__rating__colley__z,symmetric,500,0.0,True
absdiff__norm__rating__colley__pct,symmetric,500,0.0,True
absdiff__norm__rating__pagerank_margin__z,symmetric,500,0.0,True
absdiff__norm__rating__pagerank_margin__pct,symmetric,500,0.0,True
absdiff__norm__massey__strength_mean__z,symmetric,168,0.0,True
absdiff__norm__massey__strength_mean__pct,symmetric,168,0.0,True
context__women,symmetric,500,0.0,True
context__season_centered_2000,symmetric,500,0.0,True
matchup__both_seeds_available,symmetric,500,0.0,True
matchup__seed_gap_abs,symmetric,500,0.0,True
matchup__equal_seed,symmetric,500,0.0,True
interaction__pace_gap,symmetric,253,0.0,True
interaction__pace_mean,symmetric,253,0.0,True
interaction__combined_margin_volatility,symmetric,500,0.0,True
seedprior__team1_prob_pc2p0,probability_complement,500,0.0,True
seedprior__team1_prob_pc8p0,probability_complement,500,0.0,True
