TargetKey,Gender,Season,Team1ID,Team2ID,Team1Win,Team1Margin,OuterFoldID,InnerFoldID,Architecture,Universe,Model,RawPrediction,FeatureCount,BestIteration,Prediction,CalibrationMethod,DayNum,Team1ID_source,Team2ID_source,matchup__seed_gap_abs,matchup__seed_diff,SquaredError,Confidence,WrongAtHalf,ConfidentWrong,SeedGapBand,TournamentDayBand
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_partial_M_2018,,partial_pooling,rich,partial_pooling_ensemble,0.08660415553694738,,,0.08660415553694738,component_calibrated_linear_pool,137,1267,1455,9.0,9.0,0.8342919686823731,0.9133958444630527,True,True,9-12,rounds_1_2
M_2017_137_1374_1425,M,2017,1374,1425,0,-1,rich_Pooled_2017,,pooled_common,rich,tensorflow_mlp,0.9131827317178249,72.0,10.0,0.9131827317178249,identity,137,1374,1425,5.0,-5.0,0.833902701507629,0.9131827317178249,True,True,3-5,rounds_1_2
W_2017_146_3124_3280,W,2017,3124,3280,0,-9,rich_Pooled_2017,,pooled_common,rich,hist_classifier,0.9130966558230273,120.0,300.0,0.9130966558230273,identity,146,3124,3280,1.0,-1.0,0.8337455028751961,0.9130966558230273,True,True,1-2,rounds_3_4
W_2017_146_3124_3280,W,2017,3124,3280,0,-9,rich_W_2017,,separate_gender,rich,torch_mlp,0.9129374213516712,36.0,14.0,0.9129374213516712,identity,146,3124,3280,1.0,-1.0,0.8334547353042389,0.9129374213516712,True,True,1-2,rounds_3_4
W_2018_151_3163_3323,W,2018,3163,3323,0,-2,rich_Pooled_2018,,pooled_common,rich,tensorflow_mlp,0.9129005745053291,72.0,10.0,0.9129005745053291,identity,151,3163,3323,0.0,0.0,0.8333874589321599,0.9129005745053291,True,True,0,semifinal
M_2021_139_1196_1331,M,2021,1196,1331,0,-3,rich_M_2021,,separate_gender,rich,xgb_margin,13.17197561264038,100.0,59.0,0.9121277775952451,raw_platt,139,1196,1331,8.0,-8.0,0.8319770826608409,0.9121277775952451,True,True,6-8,rounds_1_2
W_2017_140_3274_3346,W,2017,3274,3346,0,-7,rich_Pooled_2017,,pooled_common,rich,torch_mlp,0.9119069464504719,72.0,10.0,0.9119069464504719,identity,140,3274,3346,8.0,-8.0,0.8315742789846238,0.9119069464504719,True,True,6-8,rounds_3_4
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_Pooled_2016,,pooled_common,rich,xgb_classifier,0.9118237160146236,120.0,158.0,0.9118237160146236,identity,140,3268,3449,5.0,-5.0,0.831422489086717,0.9118237160146236,True,True,3-5,rounds_3_4
W_2018_151_3163_3323,W,2018,3163,3323,0,-2,rich_W_2018,,separate_gender,rich,ridge_margin,16.332085609436035,56.0,,0.9117665066756141,raw_platt,151,3163,3323,0.0,0.0,0.8313181626954527,0.9117665066756141,True,True,0,semifinal
W_2017_138_3266_3346,W,2017,3266,3346,0,-3,rich_W_2017,,separate_gender,rich,tensorflow_mlp,0.9117546286433935,36.0,17.0,0.9117546286433935,identity,138,3266,3346,7.0,-7.0,0.8312965028526524,0.9117546286433935,True,True,6-8,rounds_1_2
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_Pooled_2018,,pooled_common,rich,lgb_classifier,0.08858409586863993,120.0,154.0,0.08858409586863993,identity,137,1267,1455,9.0,9.0,0.8306789503035845,0.9114159041313601,True,True,9-12,rounds_1_2
M_2021_145_1260_1333,M,2021,1260,1333,0,-7,rich_M_2021,,separate_gender,rich,torch_mlp,0.9112249054014683,72.0,10.0,0.9112249054014683,identity,145,1260,1333,4.0,-4.0,0.8303308282239148,0.9112249054014683,True,True,3-5,rounds_3_4
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_Pooled_2021,,pooled_common,rich,xgb_classifier,0.08918819949030876,120.0,92.0,0.08918819949030876,identity,151,3112,3163,2.0,2.0,0.8295781359477056,0.9108118005096912,True,True,1-2,semifinal
W_2018_140_3138_3199,W,2018,3138,3199,1,21,rich_Pooled_2018,,pooled_common,rich,ridge_margin,-12.049951553344727,100.0,,0.08935732341560979,raw_platt,140,3138,3199,8.0,8.0,0.8292700844167824,0.9106426765843902,True,True,6-8,rounds_3_4
W_2017_140_3274_3346,W,2017,3274,3346,0,-7,rich_Pooled_2017,,pooled_common,rich,xgb_margin,12.85927677154541,100.0,328.0,0.9106230141359183,raw_platt,140,3274,3346,8.0,-8.0,0.8292342738739849,0.9106230141359183,True,True,6-8,rounds_3_4
W_2021_140_3116_3460,W,2021,3116,3460,0,-4,rich_W_2021,,separate_gender,rich,seed_logistic,0.9104433506727219,6.0,,0.9104433506727219,identity,140,3116,3460,9.0,-9.0,0.8289070947841728,0.9104433506727219,True,True,9-12,rounds_3_4
W_2017_146_3124_3280,W,2017,3124,3280,0,-9,rich_W_2017,,separate_gender,rich,xgb_classifier,0.9103873781859875,55.0,128.0,0.9103873781859875,identity,146,3124,3280,1.0,-1.0,0.8288051783603562,0.9103873781859875,True,True,1-2,rounds_3_4
W_2021_140_3116_3460,W,2021,3116,3460,0,-4,rich_W_2021,,separate_gender,rich,elo_seed_logistic,0.9102721698582172,18.0,,0.9102721698582172,identity,140,3116,3460,9.0,-9.0,0.8285954232183871,0.9102721698582172,True,True,9-12,rounds_3_4
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_W_2017,,separate_gender,rich,tensorflow_mlp,0.9100583177059889,36.0,17.0,0.9100583177059889,identity,145,3268,3332,7.0,-7.0,0.8282061416258546,0.9100583177059889,True,True,6-8,rounds_3_4
W_2017_151_3163_3280,W,2017,3163,3280,0,-2,rich_W_2017,,separate_gender,rich,torch_mlp,0.9098928868770599,36.0,14.0,0.9098928868770599,identity,151,3163,3280,1.0,-1.0,0.8279050655894702,0.9098928868770599,True,True,1-2,semifinal
W_2018_140_3141_3326,W,2018,3141,3326,1,17,rich_Pooled_2018,,pooled_common,rich,lgb_margin,-11.961506476469129,100.0,307.0,0.09031019175231418,raw_platt,140,3141,3326,8.0,8.0,0.8275355472297115,0.9096898082476859,True,True,6-8,rounds_3_4
W_2018_151_3163_3323,W,2018,3163,3323,0,-2,rich_Pooled_2018,,pooled_common,rich,xgb_margin,14.796487808227539,100.0,343.0,0.9093034133097891,raw_platt,151,3163,3323,0.0,0.0,0.8268326974568332,0.9093034133097891,True,True,0,semifinal
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_Pooled_2021,,pooled_common,rich,hist_classifier,0.9091726381310412,120.0,300.0,0.9091726381310412,identity,137,1326,1331,13.0,-13.0,0.8265948859261573,0.9091726381310412,True,True,13+,rounds_1_2
W_2017_151_3163_3280,W,2017,3163,3280,0,-2,rich_W_2017,,separate_gender,rich,lgb_margin,13.682791799316721,49.0,285.0,0.908723756794002,raw_platt,151,3163,3280,1.0,-1.0,0.8257788661618044,0.908723756794002,True,True,1-2,semifinal
W_2016_147_3124_3333,W,2016,3124,3333,0,-3,rich_partial_W_2016,,partial_pooling,rich,partial_pooling_ensemble,0.908705399743987,,,0.908705399743987,component_calibrated_linear_pool,147,3124,3333,1.0,-1.0,0.8257455035238792,0.908705399743987,True,True,1-2,semifinal
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_M_2021,,separate_gender,rich,hist_classifier,0.9083599508632718,120.0,300.0,0.9083599508632718,identity,137,1326,1331,13.0,-13.0,0.8251178003323256,0.9083599508632718,True,True,13+,rounds_1_2
W_2019_140_3235_3283,W,2019,3235,3283,0,-9,rich_W_2019,,separate_gender,rich,hist_classifier,0.9828058252696783,70.0,300.0,0.9081318431089236,temperature,140,3235,3283,8.0,-8.0,0.8247034444684106,0.9081318431089236,True,True,6-8,rounds_3_4
W_2017_146_3124_3280,W,2017,3124,3280,0,-9,rich_W_2017,,separate_gender,rich,tensorflow_mlp,0.9081179201602936,36.0,17.0,0.9081179201602936,identity,146,3124,3280,1.0,-1.0,0.8246781569162573,0.9081179201602936,True,True,1-2,rounds_3_4
W_2016_144_3323_3390,W,2016,3323,3390,0,-6,rich_W_2016,,separate_gender,rich,constrained_ensemble,0.9079315215198908,,,0.9079315215198908,identity,144,3323,3390,3.0,-3.0,0.8243396477694238,0.9079315215198908,True,True,3-5,rounds_3_4
W_2018_140_3141_3326,W,2018,3141,3326,1,17,rich_W_2018,,separate_gender,rich,ridge_margin,-12.54140567779541,56.0,,0.09212999088032615,raw_platt,140,3141,3326,8.0,8.0,0.8242279534589567,0.9078700091196739,True,True,6-8,rounds_3_4
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_Pooled_2017,,pooled_common,rich,xgb_classifier,0.907719973474741,120.0,201.0,0.907719973474741,identity,145,3268,3332,7.0,-7.0,0.8239555502449845,0.907719973474741,True,True,6-8,rounds_3_4
W_2017_151_3163_3280,W,2017,3163,3280,0,-2,rich_W_2017,,separate_gender,rich,xgb_margin,13.269864082336426,49.0,297.0,0.907668284145187,raw_platt,151,3163,3280,1.0,-1.0,0.8238617140430678,0.907668284145187,True,True,1-2,semifinal
W_2018_151_3163_3323,W,2018,3163,3323,0,-2,rich_Pooled_2018,,pooled_common,rich,hist_classifier,0.9074131389603388,120.0,300.0,0.9074131389603388,identity,151,3163,3323,0.0,0.0,0.8233986047578552,0.9074131389603388,True,True,0,semifinal
W_2017_140_3274_3346,W,2017,3274,3346,0,-7,rich_partial_W_2017,,partial_pooling,rich,partial_pooling_ensemble,0.9072262207018886,,,0.9072262207018886,component_calibrated_linear_pool,140,3274,3346,8.0,-8.0,0.823059415529032,0.9072262207018886,True,True,6-8,rounds_3_4
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_Pooled_2021,,pooled_common,rich,constrained_ensemble,0.9069888585538696,,,0.9069888585538696,identity,137,1326,1331,13.0,-13.0,0.8226287895408512,0.9069888585538696,True,True,13+,rounds_1_2
W_2017_151_3163_3280,W,2017,3163,3280,0,-2,rich_Pooled_2017,,pooled_common,rich,hist_classifier,0.9069658166138455,120.0,300.0,0.9069658166138455,identity,151,3163,3280,1.0,-1.0,0.8225869925060195,0.9069658166138455,True,True,1-2,semifinal
M_2017_137_1374_1425,M,2017,1374,1425,0,-1,rich_M_2017,,separate_gender,rich,tensorflow_mlp,0.9063336551189423,72.0,10.0,0.9063336551189423,identity,137,1374,1425,5.0,-5.0,0.8214406944012618,0.9063336551189423,True,True,3-5,rounds_1_2
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_M_2018,,separate_gender,rich,xgb_margin,-11.079645156860352,100.0,257.0,0.09406891589140695,raw_platt,137,1267,1455,9.0,9.0,0.8207111291541707,0.905931084108593,True,True,9-12,rounds_1_2
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_M_2018,,separate_gender,rich,tensorflow_mlp,0.0941854938864708,72.0,10.0,0.0941854938864708,identity,137,1267,1455,9.0,9.0,0.8204999194856968,0.9058145061135292,True,True,9-12,rounds_1_2
W_2017_146_3124_3280,W,2017,3124,3280,0,-9,rich_W_2017,,separate_gender,rich,ridge_margin,13.724037170410156,49.0,,0.9055344643050447,raw_platt,146,3124,3280,1.0,-1.0,0.8199926660442243,0.9055344643050447,True,True,1-2,rounds_3_4
W_2016_144_3323_3390,W,2016,3323,3390,0,-6,rich_W_2016,,separate_gender,rich,tensorflow_mlp,0.9053488112986088,31.0,25.0,0.9053488112986088,identity,144,3323,3390,3.0,-3.0,0.8196564701198039,0.9053488112986088,True,True,3-5,rounds_3_4
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_W_2018,,separate_gender,rich,elastic_logistic,0.9049128405749798,36.0,,0.9049128405749798,identity,144,3124,3333,4.0,-4.0,0.8188672490374788,0.9049128405749798,True,True,3-5,rounds_3_4
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_Pooled_2018,,pooled_common,rich,elastic_logistic,0.0951649509370327,60.0,,0.0951649509370327,identity,137,1267,1455,9.0,9.0,0.8187264660127824,0.9048350490629673,True,True,9-12,rounds_1_2
W_2017_146_3124_3280,W,2017,3124,3280,0,-9,rich_W_2017,,separate_gender,rich,xgb_margin,13.063565731048584,49.0,297.0,0.9047183419748029,raw_platt,146,3124,3280,1.0,-1.0,0.8185152783056365,0.9047183419748029,True,True,1-2,rounds_3_4
W_2017_146_3124_3280,W,2017,3124,3280,0,-9,rich_Pooled_2017,,pooled_common,rich,ridge_margin,13.059328079223633,100.0,,0.9044862413794224,raw_platt,146,3124,3280,1.0,-1.0,0.8180953608446747,0.9044862413794224,True,True,1-2,rounds_3_4
M_2018_139_1277_1393,M,2018,1277,1393,0,-2,rich_Pooled_2018,,pooled_common,rich,lgb_classifier,0.904201037037843,120.0,154.0,0.904201037037843,identity,139,1277,1393,8.0,-8.0,0.8175795153803108,0.904201037037843,True,True,6-8,rounds_1_2
